Student ID,Grade,GPA
S08638,C,2.22
S05463,B,3.19
S00174,A+,3.75
S04955,B,3.22
S04616,B,3.23
S03322,A,3.55
S07066,C,2.12
S06247,B,3.02
S06746,C,2.03
S03373,A,3.5
S06049,B,3.14
S03312,A,3.53
S07417,C,2.3
S07294,C,2.56
S07585,C,2.92
S09378,C,2.57
S08812,C,2.8
S08161,C,2.16
S04680,B,3.38
S03404,A,3.52
S00019,A+,3.72
S03692,B,3.15
S08655,C,2.04
S04097,B,3.08
S03629,B,3.13
S08863,C,2.09
S02175,A,3.52
S01357,A+,3.95
S05003,B,3.44
S07392,C,2.3
S06923,C,2.01
S05824,B,3.48
S09503,D,1.61
S05671,B,3.48
S03113,A,3.51
S00183,A+,3.9
S03643,B,3.08
S08858,C,2.06
S01813,A,3.51
S07876,C,2.47
S08498,C,2.62
S04913,B,3.12
S05669,B,3.4
S08543,C,2.18
S01801,A,3.51
S09252,C,2.71
S02430,A,3.56
S05483,B,3.23
S06762,C,2.07
S09840,D,1.25
S09636,D,1.38
S01969,A,3.55
S08340,C,2.13
S08142,C,2.31
S07697,C,2.59
S07542,C,2.8
S04988,B,3.18
S09757,D,1.48
S04651,B,3.28
S01160,A+,3.77
S01214,A+,3.59
S07337,C,2.33
S01326,A+,3.95
S07513,C,2.55
S07581,C,2.48
S04797,B,3.49
S06797,C,2.77
S05809,B,3.32
S05944,B,3.12
S09284,C,2.11
S08145,C,2.94
S01456,A+,3.93
S05411,B,3.3
S07130,C,2.4
S08893,C,2.98
S04963,B,3.21
S02801,A,3.57
S01645,A,3.51
S02141,A,3.56
S04537,B,3.11
S04458,B,3.13
S08952,C,2.05
S05587,B,3.09
S04379,B,3.49
S00730,A+,3.59
S04358,B,3.33
S07749,C,2.47
S06717,C,2.35
S01937,A,3.51
S03794,B,3.23
S03737,B,3
S02262,A,3.56
S04006,B,3.12
S01111,A+,3.59
S09029,C,2.61
S05481,B,3.36
S02999,A,3.51
S02395,A,3.51
S01186,A+,3.99
S02008,A,3.56
S00194,A+,4
S05612,B,3.01
S02902,A,3.55
S00579,A+,3.61
S06220,B,3.44
S05526,B,3.19
S00772,A+,3.64
S07840,C,2.08
S02396,A,3.51
S01479,A+,3.82
S01847,A,3.56
S09109,C,2.33
S04275,B,3.08
S03741,B,3.28
S04601,B,3.29
S08088,C,2.58
S08711,C,2.92
S06677,C,2.36
S06376,B,3.25
S08125,C,2.75
S09539,D,1.36
S04916,B,3.2
S02074,A,3.55
S04755,B,3.33
S01897,A,3.53
S08553,C,2.42
S06703,C,2.88
S06318,B,3.48
S03660,B,3.44
S06582,C,2.23
S02380,A,3.55
S01448,A+,3.82
S00343,A+,4
S05128,B,3.42
S03137,A,3.53
S02528,A,3.5
S00728,A+,3.62
S04578,B,3.2
S00977,A+,3.78
S08392,C,2.45
S05444,B,3.43
S09035,C,2.6
S03517,B,3.49
S07976,C,2.88
S09788,D,1.76
S03941,B,3.47
S01300,A+,3.97
S09765,D,1.46
S01349,A+,3.8
S00661,A+,3.66
S05887,B,3.18
S01493,A+,3.83
S09947,D,1.38
S04590,B,3.07
S08531,C,2.73
S05155,B,3.11
S02316,A,3.54
S09615,D,1.66
S09578,D,1.29
S07025,C,2.06
S01086,A+,3.58
S02525,A,3.53
S08969,C,2.24
S05375,B,3.24
S03199,A,3.51
S05752,B,3.38
S04009,B,3.02
S05718,B,3.01
S06658,C,2.58
S09358,C,2.42
S08791,C,2.45
S00068,A+,3.91
S07924,C,2.96
S00041,A+,3.76
S02270,A,3.52
S02382,A,3.53
S07342,C,2.01
S09962,D,1.78
S04917,B,3.01
S05323,B,3.42
S05774,B,3.26
S06233,B,3.36
S06964,C,2.62
S03448,A,3.51
S06817,C,2.05
S02368,A,3.56
S07982,C,2.08
S08167,C,2.76
S02513,A,3.54
S09620,D,1.47
S02724,A,3.55
S05949,B,3.45
S09186,C,2.11
S09005,C,2.78
S01144,A+,3.78
S09737,D,1.2
S07223,C,2.83
S08293,C,2.71
S09221,C,2.03
S04729,B,3.25
S05495,B,3.3
S05756,B,3.27
S07563,C,2.46
S03790,B,3.05
S02221,A,3.51
S05076,B,3.13
S02332,A,3.52
S05395,B,3.11
S07440,C,2.97
S08068,C,2.67
S07091,C,2.98
S09337,C,2.64
S04089,B,3.03
S01968,A,3.51
S09364,C,2.15
S09797,D,1.9
S06758,C,2.94
S09587,D,1.51
S04366,B,3.3
S07000,C,2.94
S00424,A+,3.91
S00281,A+,3.72
S01905,A,3.52
S00596,A+,3.82
S08580,C,2.6
S03918,B,3.33
S06143,B,3.43
S05662,B,3.45
S05779,B,3.26
S03619,B,3.27
S06846,C,2.52
S00840,A+,3.95
S04597,B,3.39
S07497,C,2.62
S00142,A+,3.64
S02598,A,3.55
S06702,C,2.26
S07757,C,2.07
S01378,A+,3.96
S03675,B,3.21
S08771,C,2.7
S09896,D,1.32
S06363,B,3.08
S04742,B,3.03
S03809,B,3.31
S01139,A+,3.71
S02258,A,3.54
S07866,C,2.73
S01788,A,3.55
S03939,B,3.27
S09317,C,2.78
S04647,B,3.38
S00460,A+,3.95
S06116,B,3.01
S09543,D,1.73
S00949,A+,3.7
S03701,B,3.08
S01337,A+,3.62
S06371,B,3.46
S04629,B,3.1
S06287,B,3.39
S05926,B,3.03
S05935,B,3.4
S06041,B,3.22
S00442,A+,3.6
S06660,C,2.41
S01603,A,3.52
S02239,A,3.55
S00640,A+,3.77
S09821,D,1.8
S03831,B,3.37
S09396,C,2.09
S06145,B,3.28
S07986,C,2.24
S09053,C,2.17
S06345,B,3.06
S02502,A,3.53
S01959,A,3.53
S01071,A+,3.77
S00156,A+,3.57
S02296,A,3.57
S09802,D,1.45
S04579,B,3.27
S01090,A+,3.61
S06050,B,3.05
S06416,B,3.17
S02941,A,3.52
S00724,A+,3.73
S04385,B,3.2
S00931,A+,3.68
S02910,A,3.56
S07846,C,2.29
S06764,C,2.78
S08389,C,2.46
S06417,B,3.12
S00896,A+,3.76
S03248,A,3.54
S02327,A,3.51
S07097,C,2.64
S09506,D,1.56
S07582,C,2.37
S09743,D,1.2
S05039,B,3.26
S06451,B,3.43
S04137,B,3.46
S09249,C,2.35
S01716,A,3.54
S01699,A,3.51
S09691,D,1.61
S09550,D,1.56
S09972,D,1.45
S08225,C,2.74
S03832,B,3.02
S06300,B,3.38
S03349,A,3.55
S09519,D,1.33
S00986,A+,3.97
S01822,A,3.55
S04572,B,3.35
S00588,A+,3.75
S09758,D,1.56
S05078,B,3.08
S07783,C,2.06
S08324,C,2.62
S09523,D,1.21
S09968,D,1.54
S05484,B,3.1
S07747,C,2.94
S09281,C,2.35
S05515,B,3.08
S09528,D,1.46
S08872,C,2.26
S05554,B,3.03
S03558,B,3.1
S01396,A+,3.64
S00265,A+,3.84
S03548,B,3.17
S06845,C,2.09
S07629,C,2.9
S06789,C,2.48
S03070,A,3.52
S05026,B,3.09
S08397,C,2.99
S03865,B,3.44
S09073,C,2.8
S02401,A,3.52
S06275,B,3.41
S08485,C,2.25
S03712,B,3.4
S00247,A+,3.64
S01595,A,3.52
S09683,D,1.68
S01530,A,3.53
S08224,C,2.85
S00924,A+,3.71
S07554,C,2.58
S04365,B,3.48
S00670,A+,3.64
S03605,B,3.43
S05109,B,3.2
S01911,A,3.53
S08345,C,2.82
S05249,B,3.25
S07184,C,2.75
S03959,B,3.41
S06958,C,2.98
S06027,B,3.45
S05644,B,3.39
S02697,A,3.52
S02592,A,3.51
S05907,B,3.06
S01782,A,3.55
S06510,C,2.79
S03014,A,3.55
S07134,C,2.95
S02308,A,3.52
S07277,C,2.06
S03691,B,3
S00688,A+,3.66
S06012,B,3.2
S07072,C,2.07
S00613,A+,3.89
S07168,C,2.29
S09206,C,2.31
S03201,A,3.52
S02268,A,3.55
S09782,D,1.98
S06630,C,2.51
S04136,B,3.19
S01899,A,3.51
S09531,D,1.65
S08154,C,2.8
S00259,A+,3.97
S02925,A,3.51
S09425,C,2.85
S04944,B,3.42
S02823,A,3.53
S06530,C,2.93
S03340,A,3.56
S03526,B,3.28
S04564,B,3.37
S09657,D,1.21
S07909,C,2.34
S05330,B,3.04
S05224,B,3.42
S02286,A,3.51
S06064,B,3.09
S04655,B,3.33
S05001,B,3.37
S06711,C,2.67
S09325,C,2.58
S00485,A+,3.69
S02212,A,3.54
S05417,B,3.15
S07564,C,2.94
S02556,A,3.53
S00008,A+,3.96
S03658,B,3.29
S06412,B,3.49
S09165,C,2.15
S04875,B,3.26
S04403,B,3.16
S08917,C,2.44
S05547,B,3.29
S05298,B,3.18
S02427,A,3.57
S06745,C,2.87
S01815,A,3.57
S06823,C,2.37
S09626,D,1.42
S02275,A,3.56
S01012,A+,3.84
S01578,A,3.56
S07265,C,2.3
S01068,A+,3.96
S01992,A,3.55
S03971,B,3.11
S09074,C,2.06
S05880,B,3.04
S08431,C,2.29
S04543,B,3.37
S09327,C,2.8
S07194,C,2.63
S03868,B,3.13
S09416,C,2.49
S06824,C,2.04
S03049,A,3.5
S00782,A+,3.74
S06748,C,2.45
S02676,A,3.51
S01750,A,3.51
S06223,B,3.24
S07947,C,2.87
S02792,A,3.55
S06520,C,2.59
S05775,B,3.45
S06358,B,3.29
S04980,B,3.05
S07589,C,2.16
S01092,A+,3.74
S06527,C,2.38
S09608,D,1.55
S04628,B,3.26
S02325,A,3.51
S06535,C,2.97
S08972,C,2.71
S05056,B,3.28
S02609,A,3.51
S09021,C,2.52
S02291,A,3.51
S01728,A,3.53
S00611,A+,3.77
S04667,B,3.1
S08052,C,2.98
S05414,B,3.14
S00344,A+,3.83
S04684,B,3.43
S08785,C,2.76
S03751,B,3.43
S08454,C,2.44
S09308,C,2.84
S06000,B,3.01
S03216,A,3.53
S00098,A+,3.69
S07388,C,2.44
S07666,C,2.65
S05177,B,3.43
S07280,C,2.39
S06166,B,3.08
S01538,A,3.56
S03589,B,3.48
S09443,C,2.21
S06986,C,2.71
S03649,B,3.43
S02658,A,3.56
S09827,D,1.37
S01518,A,3.56
S05062,B,3.16
S09350,C,2.46
S04625,B,3.02
S04273,B,3.11
S03670,B,3.47
S06567,C,2.13
S05801,B,3.19
S02091,A,3.53
S07098,C,2.97
S06172,B,3.01
S00573,A+,3.59
S09559,D,1.35
S04689,B,3.38
S09075,C,2.46
S03063,A,3.54
S09294,C,2.4
S06471,B,3.08
S07161,C,2.08
S06634,C,2.66
S08492,C,2.51
S07926,C,2.31
S07346,C,2.36
S06305,B,3.11
S07901,C,2.86
S09440,C,2.82
S08186,C,2.36
S04480,B,3.41
S04949,B,3.43
S05977,B,3.14
S00371,A+,3.65
S01939,A,3.51
S02353,A,3.52
S07128,C,2.99
S01754,A,3.53
S03671,B,3.14
S07299,C,2.24
S03653,B,3.43
S05202,B,3.33
S07910,C,2.67
S02362,A,3.55
S04261,B,3.44
S05433,B,3.39
S06286,B,3.47
S04992,B,3.38
S07601,C,2.09
S09463,C,2.34
S03738,B,3.05
S07521,C,2.53
S08560,C,2.86
S08927,C,2.08
S09991,D,1.56
S05592,B,3.41
S01172,A+,3.63
S07371,C,2.35
S07938,C,2.49
S08087,C,2.77
S01423,A+,3.74
S06783,C,2.09
S09444,C,2.18
S08140,C,2.68
S09351,C,2.55
S08019,C,2.36
S06340,B,3.04
S09648,D,1.95
S00875,A+,3.79
S02298,A,3.5
S02644,A,3.52
S07532,C,2.81
S01720,A,3.53
S05348,B,3.5
S05933,B,3
S00841,A+,3.7
S09938,D,1.94
S00582,A+,3.98
S00205,A+,3.88
S01642,A,3.55
S02015,A,3.55
S03254,A,3.53
S07541,C,2.65
S00906,A+,3.88
S00632,A+,3.65
S08421,C,2.01
S07824,C,2.19
S01975,A,3.51
S00163,A+,3.95
S04999,B,3.39
S01244,A+,3.57
S09451,C,2.64
S07765,C,2.26
S04714,B,3.39
S00876,A+,3.83
S01432,A+,3.85
S08739,C,2.55
S06869,C,2.42
S04644,B,3.23
S05081,B,3.29
S05784,B,3.44
S09139,C,2.64
S07617,C,2.32
S08040,C,2.39
S07956,C,2.95
S09438,C,2.39
S02857,A,3.5
S01862,A,3.56
S02660,A,3.56
S03385,A,3.5
S09565,D,1.8
S09777,D,1.5
S08091,C,2.66
S08348,C,2.96
S07463,C,2.45
S06887,C,2.3
S04734,B,3.26
S03332,A,3.53
S09007,C,2.58
S08636,C,2.09
S06405,B,3.19
S08347,C,2.59
S09465,C,2.42
S07061,C,2.57
S02097,A,3.55
S02004,A,3.56
S08805,C,2.73
S09733,D,1.75
S04677,B,3.45
S05018,B,3.16
S07470,C,2.56
S00547,A+,3.59
S01450,A+,3.63
S03987,B,3.49
S06901,C,2.41
S02611,A,3.52
S01901,A,3.57
S03921,B,3.06
S02758,A,3.53
S06125,B,3.15
S06398,B,3.19
S01886,A,3.57
S09824,D,1.58
S05739,B,3.05
S08668,C,2.22
S05891,B,3.24
S02098,A,3.52
S09290,C,2.11
S05693,B,3.13
S00500,A+,3.64
S05625,B,3.42
S00837,A+,3.75
S03472,A,3.53
S04698,B,3.14
S06281,B,3.39
S08884,C,2.07
S02172,A,3.56
S09232,C,2.63
S05679,B,3.43
S09185,C,2.68
S00399,A+,3.7
S02011,A,3.51
S05167,B,3.2
S05872,B,3.43
S09793,D,1.9
S01284,A+,3.83
S08391,C,2.63
S02449,A,3.52
S04257,B,3.1
S01837,A,3.54
S09597,D,1.54
S01020,A+,3.86
S05067,B,3.22
S01327,A+,3.83
S08753,C,2.77
S00476,A+,3.73
S02811,A,3.57
S08633,C,2.97
S01652,A,3.52
S09612,D,1.22
S01170,A+,3.59
S02529,A,3.5
S01207,A+,3.73
S06257,B,3.05
S07927,C,2.21
S05470,B,3.33
S09384,C,2.7
S00432,A+,3.73
S07701,C,2.21
S00868,A+,3.83
S02975,A,3.51
S05237,B,3.37
S05094,B,3.17
S05434,B,3.39
S00542,A+,3.86
S05196,B,3.19
S01133,A+,3.94
S09838,D,1.24
S04502,B,3.18
S06355,B,3.43
S09334,C,2.27
S03391,A,3.52
S03889,B,3.48
S02963,A,3.57
S04156,B,3.22
S03260,A,3.56
S06303,B,3.48
S06035,B,3.38
S07919,C,2.09
S09937,D,1.92
S02584,A,3.51
S02814,A,3.51
S03960,B,3.41
S02948,A,3.57
S06644,C,2.92
S05175,B,3.33
S06842,C,2.61
S08299,C,2.97
S03587,B,3.24
S09229,C,2.65
S07989,C,2.52
S02564,A,3.54
S02631,A,3.51
S03191,A,3.51
S07779,C,2.79
S07646,C,2.01
S05037,B,3
S01081,A+,3.57
S04284,B,3.38
S09712,D,1.59
S07086,C,2.74
S02086,A,3.55
S06346,B,3.26
S02453,A,3.53
S04967,B,3.06
S02024,A,3.53
S08072,C,2.19
S08988,C,2.94
S08719,C,2.38
S07322,C,2.62
S00227,A+,3.8
S01014,A+,3.91
S06680,C,2.87
S01930,A,3.52
S01044,A+,3.57
S05252,B,3.26
S01405,A+,3.72
S02180,A,3.54
S00698,A+,3.75
S01125,A+,3.67
S07379,C,2.56
S03896,B,3.2
S08218,C,2.49
S05111,B,3.04
S01779,A,3.53
S07787,C,2.33
S02635,A,3.51
S07188,C,2.45
S07545,C,2.98
S07605,C,2.03
S03490,A,3.51
S08260,C,2.06
S01038,A+,3.77
S06094,B,3.32
S02257,A,3.56
S08189,C,2.91
S02614,A,3.53
S00314,A+,3.88
S02650,A,3.54
S02282,A,3.53
S06742,C,2.58
S02980,A,3.55
S02548,A,3.52
S05513,B,3.05
S05133,B,3.34
S02160,A,3.55
S07081,C,2.14
S03138,A,3.54
S09080,C,2.25
S05851,B,3.22
S09866,D,1.9
S06446,B,3.26
S03968,B,3.02
S01429,A+,3.84
S08423,C,2.12
S02521,A,3.54
S07838,C,2.03
S04970,B,3.18
S01856,A,3.53
S08885,C,2.8
S05603,B,3.48
S09345,C,2.75
S09869,D,1.78
S00449,A+,3.74
S07704,C,2.06
S01285,A+,3.61
S05996,B,3.24
S07900,C,2.71
S03728,B,3.45
S07354,C,2.96
S00362,A+,3.75
S06280,B,3.48
S05231,B,3.36
S08943,C,2.75
S07296,C,2.03
S08892,C,2.05
S07535,C,2.78
S06252,B,3.1
S05927,B,3.22
S05150,B,3.47
S02461,A,3.55
S00023,A+,3.96
S02067,A,3.52
S01654,A,3.52
S00703,A+,3.99
S08491,C,2.19
S02744,A,3.56
S01377,A+,3.83
S01725,A,3.51
S02469,A,3.52
S03755,B,3.06
S02326,A,3.54
S00461,A+,3.67
S05164,B,3.48
S04184,B,3.47
S05527,B,3.48
S04083,B,3.16
S01487,A+,3.71
S03679,B,3.11
S00283,A+,3.81
S06580,C,2.65
S04559,B,3.39
S04309,B,3.4
S06685,C,2.38
S04866,B,3.42
S03538,B,3.38
S03869,B,3.23
S07004,C,2.62
S02582,A,3.52
S01369,A+,3.64
S09470,C,2.64
S08198,C,2.91
S00598,A+,3.86
S04352,B,3.08
S06347,B,3
S08977,C,2.44
S06380,B,3.3
S04759,B,3.1
S00647,A+,3.94
S06382,B,3.09
S07528,C,2.88
S09698,D,1.58
S06024,B,3.27
S07955,C,2.82
S07166,C,2.81
S03469,A,3.57
S07798,C,2.38
S07698,C,2.63
S02991,A,3.56
S09408,C,2.88
S04876,B,3.4
S02545,A,3.55
S08596,C,2.57
S05342,B,3.21
S01568,A,3.52
S09995,D,1.56
S04067,B,3.23
S03989,B,3.15
S07032,C,2
S02161,A,3.52
S00686,A+,3.98
S07603,C,2.91
S07785,C,2.09
S03244,A,3.53
S05845,B,3.17
S09220,C,2.63
S02462,A,3.53
S04084,B,3.29
S02838,A,3.57
S03698,B,3.3
S07129,C,2.53
S06268,B,3.21
S04942,B,3.06
S05947,B,3.41
S04584,B,3.31
S05785,B,3.38
S04041,B,3.16
S02231,A,3.54
S07570,C,2.54
S00936,A+,3.91
S02321,A,3.57
S04879,B,3.22
S00522,A+,3.67
S00523,A+,3.73
S05346,B,3.22
S09877,D,1.9
S03360,A,3.52
S01312,A+,3.92
S03984,B,3.12
S06495,B,3.36
S09561,D,1.54
S01717,A,3.53
S00781,A+,3.71
S08799,C,2.16
S08232,C,2.6
S05608,B,3.34
S05979,B,3.1
S00652,A+,3.9
S03748,B,3.39
S02197,A,3.54
S08419,C,2.34
S00370,A+,3.67
S09885,D,1.71
S08006,C,2.49
S04215,B,3.05
S00378,A+,3.97
S09447,C,2.73
S02217,A,3.56
S08683,C,2.17
S01614,A,3.56
S06980,C,2.64
S07550,C,2.04
S01828,A,3.52
S03633,B,3.48
S00963,A+,3.75
S02994,A,3.55
S06607,C,2.78
S09673,D,1.99
S02377,A,3.57
S08881,C,2.61
S00360,A+,3.87
S03840,B,3.23
S08185,C,2.08
S01247,A+,3.93
S07505,C,2.03
S08350,C,2.6
S06512,C,2.74
S05088,B,3.03
S03695,B,3.43
S01574,A,3.56
S06282,B,3.3
S05440,B,3.01
S02568,A,3.51
S03424,A,3.5
S02038,A,3.51
S09244,C,2.97
S00773,A+,3.63
S05381,B,3.3
S09569,D,1.9
S03563,B,3.23
S00563,A+,3.71
S06684,C,2.38
S02547,A,3.55
S05511,B,3.32
S05331,B,3.1
S09668,D,1.93
S04532,B,3.02
S01675,A,3.5
S07396,C,2.5
S00366,A+,3.92
S08017,C,2.01
S09377,C,2.98
S04328,B,3.41
S09984,D,1.41
S00148,A+,3.85
S01669,A,3.55
S03089,A,3.52
S08845,C,2.02
S07651,C,2.13
S00408,A+,3.82
S09585,D,1.95
S07789,C,2.68
S03457,A,3.51
S06187,B,3.46
S04183,B,3.05
S03577,B,3.24
S03272,A,3.54
S04941,B,3.05
S01032,A+,3.78
S08873,C,2.86
S06231,B,3.21
S06593,C,2.06
S08907,C,2.95
S09812,D,1.78
S06725,C,2.05
S08030,C,2.19
S08053,C,2.49
S00856,A+,3.97
S03927,B,3.18
S08548,C,2.57
S00079,A+,3.95
S07089,C,2.61
S02248,A,3.56
S08264,C,2.59
S04027,B,3.19
S09950,D,1.28
S09572,D,1.48
S09296,C,2.75
S00715,A+,3.74
S07452,C,2.9
S00789,A+,3.88
S02280,A,3.51
S04096,B,3.35
S03898,B,3.02
S07945,C,2.17
S07178,C,2.16
S09077,C,2.87
S09453,C,2.19
S03632,B,3.14
S08625,C,2.69
S07298,C,2.42
S06273,B,3.27
S00425,A+,3.81
S00393,A+,3.84
S03192,A,3.56
S00017,A+,3.69
S06336,B,3.39
S04201,B,3.14
S02673,A,3.51
S02445,A,3.53
S06698,C,2.17
S06165,B,3.02
S02602,A,3.54
S03494,A,3.56
S06045,B,3.44
S01460,A+,3.99
S03805,B,3.2
S09846,D,1.68
S07395,C,2.78
S04840,B,3.08
S08112,C,2.08
S03836,B,3.21
S09314,C,2.78
S05684,B,3.04
S08749,C,2.55
S05828,B,3.03
S09749,D,1.87
S04725,B,3.31
S08760,C,2.62
S05888,B,3.25
S02356,A,3.56
S06037,B,3.03
S04799,B,3.13
S02443,A,3.54
S08646,C,2.71
S04593,B,3.3
S08773,C,2.47
S00465,A+,3.73
S00164,A+,3.65
S09262,C,2.82
S09434,C,2.68
S08406,C,2.83
S09778,D,1.43
S09479,C,2.38
S07381,C,2.75
S06637,C,2.85
S00242,A+,3.61
S02010,A,3.51
S06357,B,3.18
S03085,A,3.51
S06209,B,3.4
S00901,A+,3.86
S05543,B,3.37
S06008,B,3.2
S07639,C,2.97
S06794,C,2.16
S08870,C,2.81
S07759,C,2.69
S04838,B,3.31
S02294,A,3.54
S06549,C,2.07
S07899,C,2.4
S07978,C,2.31
S04482,B,3.4
S05303,B,3.14
S04606,B,3.5
S03717,B,3.26
S09072,C,2.6
S06141,B,3.18
S01765,A,3.56
S06599,C,2.38
S01550,A,3.57
S03030,A,3.52
S08654,C,2.29
S06299,B,3.22
S06663,C,2.21
S06627,C,2.22
S02045,A,3.52
S00768,A+,3.59
S05694,B,3.04
S07871,C,2.84
S07796,C,2.55
S01509,A,3.5
S07231,C,2.85
S07858,C,2.78
S03303,A,3.53
S04518,B,3.45
S04220,B,3.31
S09079,C,2.43
S09941,D,1.62
S03293,A,3.51
S00820,A+,3.71
S01404,A+,3.93
S01383,A+,3.86
S02149,A,3.5
S06929,C,2.86
S05672,B,3.26
S01639,A,3.53
S05892,B,3.18
S07428,C,2.94
S00609,A+,3.66
S06908,C,2.93
S00400,A+,3.63
S07248,C,2.78
S06407,B,3.01
S00883,A+,3.62
S03566,B,3.46
S04286,B,3.08
S01180,A+,3.94
S05449,B,3.1
S04245,B,3.39
S05219,B,3.43
S03977,B,3.24
S02131,A,3.53
S05079,B,3.04
S00457,A+,3.95
S05583,B,3.47
S05176,B,3.42
S01951,A,3.5
S05373,B,3.05
S00690,A+,3.71
S08853,C,2.35
S06526,C,2.32
S09822,D,1.53
S06489,B,3.31
S06922,C,2.05
S01954,A,3.53
S07635,C,2.31
S05637,B,3.1
S07155,C,2.68
S08425,C,2.17
S06611,C,2.76
S02711,A,3.56
S08731,C,2.52
S03202,A,3.52
S04350,B,3.37
S04139,B,3.49
S01885,A,3.51
S08640,C,2.26
S04486,B,3.11
S02495,A,3.51
S05948,B,3.02
S03037,A,3.56
S05778,B,3.12
S03604,B,3.42
S00846,A+,3.8
S00543,A+,3.82
S03725,B,3.34
S04188,B,3.18
S03680,B,3.04
S08900,C,2.67
S07968,C,2.48
S08486,C,2.69
S06076,B,3.04
S07341,C,2.9
S08226,C,2.5
S07247,C,2.26
S09711,D,1.29
S08291,C,2.5
S07138,C,2.76
S02965,A,3.53
S07560,C,2.54
S02530,A,3.56
S07285,C,2.56
S05773,B,3.03
S01049,A+,3.97
S07046,C,2.07
S01961,A,3.53
S02531,A,3.57
S09049,C,2.72
S07604,C,2.2
S06525,C,2.38
S00238,A+,3.6
S04918,B,3.46
S06480,B,3.42
S01134,A+,3.74
S06977,C,2.83
S05902,B,3.06
S09058,C,2.22
S04260,B,3.2
S08841,C,2.13
S06966,C,2.63
S09980,D,1.85
S00793,A+,3.84
S01986,A,3.54
S05657,B,3.46
S08740,C,2.05
S07936,C,2.77
S06098,B,3.44
S05908,B,3.44
S07374,C,2.1
S08129,C,2.56
S02979,A,3.54
S08862,C,2.14
S09302,C,2.97
S06722,C,2.73
S07843,C,2.22
S05525,B,3.45
S08722,C,2.88
S08432,C,2
S09009,C,2.35
S08604,C,2.28
S07175,C,2.39
S03920,B,3.18
S03139,A,3.55
S09417,C,2.59
S09934,D,1.55
S05790,B,3.32
S04074,B,3.33
S03288,A,3.53
S03230,A,3.55
S01827,A,3.52
S05549,B,3.28
S00594,A+,3.9
S02726,A,3.51
S04138,B,3.1
S00561,A+,3.96
S07407,C,2.1
S08807,C,2.77
S08387,C,2.95
S00244,A+,3.86
S07269,C,2.26
S05436,B,3.36
S04438,B,3.12
S09685,D,1.91
S08107,C,2.91
S00406,A+,3.93
S01443,A+,3.79
S00262,A+,3.97
S04407,B,3.08
S07634,C,2.61
S09534,D,1.77
S01690,A,3.56
S09867,D,1.3
S01726,A,3.5
S08995,C,2.08
S04931,B,3.44
S05963,B,3.17
S02497,A,3.55
S09015,C,2.97
S06905,C,2.24
S06107,B,3.47
S08201,C,2.06
S00341,A+,3.58
S02409,A,3.55
S01602,A,3.51
S09865,D,1.29
S08360,C,2.69
S05783,B,3.15
S04577,B,3.42
S07972,C,2.75
S03726,B,3.11
S02557,A,3.5
S02786,A,3.51
S01524,A,3.57
S07718,C,2.42
S02508,A,3.56
S02832,A,3.51
S01013,A+,3.68
S05281,B,3.12
S04896,B,3.15
S01767,A,3.57
S04552,B,3.07
S07122,C,2.21
S06550,C,2.09
S04038,B,3.27
S08271,C,2.13
S00149,A+,3.82
S00286,A+,3.64
S07801,C,2.15
S09652,D,1.65
S00364,A+,3.88
S05368,B,3.22
S09946,D,1.97
S08411,C,2.25
S09454,C,2.15
S04726,B,3.39
S07272,C,2.43
S06771,C,2.95
S04444,B,3.37
S07447,C,2.72
S00237,A+,3.74
S07710,C,2.89
S09586,D,1.91
S02563,A,3.54
S07124,C,2.82
S08537,C,2.85
S09603,D,1.61
S05520,B,3.34
S09614,D,1.24
S03084,A,3.55
S02960,A,3.53
S02103,A,3.55
S00633,A+,3.81
S06814,C,2.36
S02494,A,3.56
S02666,A,3.53
S08495,C,2.97
S08426,C,2.41
S09267,C,2.3
S04212,B,3.29
S03875,B,3.06
S02818,A,3.52
S08269,C,2.43
S09816,D,1.3
S07427,C,2.86
S08603,C,2.39
S08476,C,2.81
S01736,A,3.51
S07398,C,2.38
S04256,B,3.29
S08289,C,2.29
S02476,A,3.52
S09985,D,1.8
S03714,B,3.3
S08979,C,2.87
S01805,A,3.53
S00708,A+,3.8
S09192,C,2.48
S05190,B,3.04
S05473,B,3.08
S00073,A+,3.9
S07844,C,2.22
S05102,B,3.47
S06765,C,2.94
S01126,A+,3.86
S01242,A+,3.61
S08254,C,2.55
S02350,A,3.51
S06603,C,2.28
S06781,C,2.54
S04359,B,3.43
S01344,A+,3.58
S09989,D,1.3
S08680,C,2.72
S09576,D,1.42
S06653,C,2.62
S01101,A+,3.71
S07328,C,2
S07623,C,2.45
S00988,A+,3.78
S02853,A,3.54
S00631,A+,3.68
S01250,A+,3.71
S03180,A,3.56
S00483,A+,3.93
S03041,A,3.5
S05011,B,3.11
S08728,C,2.78
S07001,C,2.73
S03274,A,3.54
S07228,C,2.29
S03684,B,3.49
S06675,C,2.39
S06808,C,2.99
S09739,D,1.43
S01317,A+,3.81
S03226,A,3.52
S01073,A+,3.67
S04816,B,3.34
S08460,C,2.37
S05753,B,3.34
S09146,C,2.65
S04617,B,3.1
S03098,A,3.55
S06870,C,2.49
S01301,A+,3.84
S07286,C,2.91
S06285,B,3.34
S05496,B,3.31
S05292,B,3.25
S01799,A,3.53
S05204,B,3.36
S08228,C,2.08
S05048,B,3.1
S06442,B,3.34
S08106,C,2.05
S02360,A,3.55
S09381,C,2.57
